Character 1 ID;Character 2 ID;Number of Comic Books Where Character 1 and Character 2 Both Appeared
594;359;3
597;359;9
601;359;6
602;359;6
606;359;6
607;359;3
609;359;9
610;359;3
614;359;12
616;359;42
620;359;27
621;359;3
572;360;36
586;360;45
596;360;12
597;360;3
602;360;12
607;360;24
621;360;3
607;361;6
615;361;87
618;361;15
580;362;3
590;362;6
599;362;3
607;362;9
613;362;3
619;362;6
620;362;3
621;362;6
590;363;18
605;363;3
609;363;6
613;363;6
616;363;3
619;363;21
620;363;141
601;364;9
582;365;6
594;365;3
597;365;3
599;365;3
621;365;3
584;366;3
571;367;3
572;367;12
576;367;3
584;367;6
586;367;3
594;367;3
595;367;6
597;367;3
602;367;15
603;367;12
611;367;3
614;367;24
615;367;3
616;367;3
617;367;3
620;367;6
579;368;9
609;368;6
591;372;21
593;372;3
599;372;15
600;372;12
609;372;3
611;372;3
615;372;3
619;372;42
620;372;54
610;373;6
620;373;3
576;374;3
582;374;6
587;374;3
607;374;3
614;374;21
615;374;3
616;374;6
617;374;6
620;374;3
621;374;3
569;375;3
570;375;21
571;375;6
572;375;6
574;375;6
576;375;12
583;375;3
586;375;3
587;375;3
591;375;3
595;375;12
596;375;3
597;375;6
599;375;15
602;375;6
607;375;27
609;375;9
614;375;9
615;375;12
617;375;6
620;375;21
621;375;15
571;376;3
584;376;3
587;376;6
594;376;3
595;376;9
614;376;21
615;376;6
616;376;3
617;376;6
620;376;3
624;376;3
568;377;18
571;377;18
572;377;6
576;377;15
577;377;3
580;377;18
584;377;3
587;377;9
589;377;3
594;377;9
595;377;6
596;377;12
607;377;12
609;377;3
614;377;12
615;377;12
617;377;6
620;377;48
621;377;9
572;378;9
584;379;3
586;379;3
620;379;9
621;379;3
574;381;15
576;381;18
584;381;3
586;381;3
587;381;3
589;381;3
594;381;90
595;381;3
599;381;3
602;381;21
604;381;6
609;381;3
610;381;3
614;381;15
615;381;9
616;381;24
617;381;6
620;381;60
621;381;9
577;382;14
602;382;42
616;382;14
623;382;14
576;383;14
579;383;98
597;383;14
599;383;28
601;383;14
602;383;28
605;383;14
607;383;28
609;383;728
611;383;14
613;383;14
616;383;28
619;383;14
620;383;182
577;384;14
602;384;42
607;384;56
620;384;168
616;387;42
570;388;42
576;388;14
578;388;14
582;388;14
587;388;42
592;388;14
607;388;154
609;388;14
610;388;14
620;388;126
609;389;42
616;389;126
619;389;14
620;389;182
580;391;14
595;391;14
617;391;14
609;392;42
574;393;42
594;393;42
616;393;14
582;395;14
610;395;14
569;396;28
600;396;14
574;402;14
577;404;14
586;405;28
592;406;14
619;408;14
620;408;84
602;409;14
612;410;14
582;411;28
607;411;56
582;412;98
602;412;14
607;412;14
610;412;56
622;412;42
602;413;28
587;415;28
594;415;14
601;415;14
620;415;14
586;417;42
582;418;182
607;418;14
610;418;168
582;419;14
610;419;14
572;421;14
576;421;14
586;421;14
609;421;14
617;421;14
571;423;14
578;423;14
587;423;28
594;423;14
595;423;28
598;423;14
602;423;14
607;423;196
609;423;28
614;423;84
615;423;56
617;423;14
620;423;434
621;423;42
624;423;182
591;425;14
616;425;14
620;425;98
573;429;14
616;429;56
620;429;42
597;430;14
582;431;28
594;431;56
596;431;28
610;431;28
577;433;42
582;433;42
586;433;28
602;433;28
622;433;42
586;434;84
622;434;14
599;435;28
609;435;14
611;435;28
616;436;14
583;438;14
607;438;14
616;438;14
611;440;14
619;440;56
620;440;56
590;441;28
599;441;98
609;441;28
611;441;56
613;441;126
619;441;42
620;441;56
615;442;154
572;445;28
582;445;14
586;445;28
602;445;28
610;445;14
621;445;14
572;446;28
607;446;28
595;447;14
571;448;14
572;448;42
576;448;14
596;448;14
607;448;84
620;448;14
591;450;224
599;450;42
609;450;14
619;450;28
620;450;42
574;451;28
607;451;14
622;451;112
582;455;56
610;455;28
622;455;42
586;456;28
602;456;14
604;456;14
621;456;14
594;460;14
607;461;14
619;461;14
595;462;14
616;462;14
588;463;56
574;464;84
602;464;14
607;464;98
608;464;14
620;464;14
576;465;14
572;466;98
578;466;14
589;466;14
594;466;42
599;466;14
602;466;42
607;466;70
616;466;14
617;466;14
620;466;14
622;467;56
586;469;28
591;470;126
609;470;14
619;470;42
620;470;28
583;472;14
594;472;28
599;472;14
602;472;14
615;472;14
616;472;14
617;472;14
620;472;196
621;472;14
624;472;238
604;473;56
602;474;28
607;474;14
612;474;56
618;474;56
601;475;14
607;475;14
607;476;224
624;476;14
576;478;14
582;478;182
607;478;14
610;478;224
572;479;42
586;479;28
597;479;14
602;479;28
621;479;14
574;480;14
586;480;28
595;480;14
596;480;28
602;480;238
606;480;28
607;480;28
608;480;14
617;480;28
614;481;70
616;483;14
619;483;14
620;483;112
618;484;84
622;485;70
580;487;14
586;487;98
587;487;14
602;487;28
607;487;14
620;487;126
621;487;14
591;488;224
609;488;14
619;488;42
620;488;28
590;490;14
616;490;14
586;491;112
596;491;14
572;492;14
582;492;14
610;492;14
582;494;28
620;494;14
622;494;14
604;495;28
574;496;28
586;496;28
607;496;14
582;497;70
590;497;14
599;497;98
609;497;28
611;497;42
613;497;126
619;497;42
620;497;56
622;497;42
611;498;28
620;498;56
614;499;14
619;499;28
620;499;28
596;500;42
620;500;28
593;501;28
599;501;14
611;501;28
579;502;98
604;502;14
609;502;98
620;502;42
599;505;28
582;506;14
594;506;14
607;506;14
610;506;14
620;506;14
571;507;14
594;507;14
602;507;14
620;507;14
624;507;14
582;508;378
592;508;14
607;508;14
610;508;154
622;508;42
616;509;14
620;509;56
591;511;56
609;511;14
620;511;168
611;512;28
595;513;14
616;513;14
594;514;14
602;514;28
615;514;14
620;514;14
621;514;14
624;514;14
594;519;14
599;519;28
611;519;28
615;519;42
620;519;42
582;521;126
610;521;154
578;522;14
587;522;14
602;522;14
607;522;70
609;522;14
614;522;14
620;522;84
621;522;14
569;523;14
579;523;42
603;523;56
609;523;28
621;523;14
582;525;14
588;525;112
590;525;84
591;525;14
599;525;28
601;525;14
609;525;70
610;525;14
611;525;28
613;525;14
616;525;28
619;525;70
620;525;686
571;526;14
582;526;70
607;526;14
610;526;70
615;526;14
590;529;28
591;529;28
609;529;14
575;530;14
588;533;14
569;534;84
600;534;28
611;534;14
607;535;14
620;535;140
624;535;154
594;536;28
591;538;28
620;538;14
599;539;14
611;539;14
619;539;14
584;540;14
607;540;14
620;540;154
572;541;70
574;541;112
577;541;42
578;541;14
583;541;14
599;541;14
601;541;14
602;541;14
607;541;154
608;541;28
621;541;14
609;542;42
576;544;14
591;544;14
599;544;14
605;544;14
607;544;28
609;544;616
613;544;14
616;544;28
619;544;14
620;544;56
607;545;28
597;547;14
602;547;28
572;548;28
574;548;28
607;548;14
617;548;14
577;551;28
607;551;14
612;551;28
586;552;14
596;552;14
622;553;112
577;554;14
578;554;14
580;554;14
607;554;14
620;554;14
571;556;14
615;556;14
621;556;14
571;557;14
571;558;14
572;558;14
577;558;98
578;558;14
590;558;14
599;558;28
601;558;14
602;558;168
607;558;168
612;558;42
621;558;14
609;559;14
619;559;14
574;560;70
583;560;56
599;560;14
590;562;14
599;562;14
609;562;42
613;562;14
620;562;42
620;564;28
568;565;28
571;565;14
622;565;42
576;566;14
582;566;28
592;566;14
616;568;14
600;569;42
611;569;14
581;571;14
615;571;28
574;572;14
586;572;42
607;572;56
616;573;126
572;574;14
583;574;42
602;574;14
607;574;98
608;574;56
609;576;14
620;576;14
602;577;42
607;577;70
612;577;14
607;578;14
620;578;14
609;579;84
602;580;14
571;581;14
607;582;14
610;582;168
622;582;42
574;583;42
599;583;14
621;583;14
587;584;14
572;586;42
596;586;28
584;587;14
607;587;28
620;587;28
599;590;14
611;590;42
613;590;14
620;590;42
609;591;14
619;591;28
620;591;28
602;594;14
607;594;14
615;594;14
619;594;14
620;594;28
624;594;28
614;595;14
617;595;84
621;595;14
586;596;28
602;597;14
583;599;14
590;599;14
609;599;14
611;599;70
613;599;70
619;599;42
620;599;70
621;599;14
569;600;42
607;601;14
609;601;14
574;602;14
577;602;42
580;602;14
594;602;14
597;602;14
620;602;14
621;602;14
624;602;238
609;605;14
572;607;56
574;607;98
577;607;70
578;607;14
582;607;14
587;607;28
594;607;14
601;607;14
608;607;56
609;607;28
610;607;14
612;607;42
616;607;28
620;607;126
574;608;56
607;608;56
576;609;14
579;609;84
591;609;14
599;609;14
601;609;14
605;609;14
607;609;28
613;609;14
616;609;42
619;609;14
620;609;56
582;610;168
607;610;14
569;611;14
590;611;42
599;611;70
613;611;42
616;611;28
619;611;14
620;611;84
577;612;14
607;612;42
590;613;14
599;613;70
609;613;14
611;613;42
619;613;28
620;613;42
595;614;14
571;615;28
594;615;14
618;615;154
620;615;42
624;615;14
573;616;126
607;616;28
609;616;42
611;616;28
620;616;56
595;617;84
621;617;14
615;618;154
591;619;28
594;619;14
599;619;42
609;619;14
611;619;14
613;619;28
620;619;140
576;620;14
578;620;14
587;620;28
590;620;42
591;620;28
594;620;28
599;620;70
602;620;14
607;620;126
609;620;56
611;620;84
613;620;42
615;620;42
616;620;56
619;620;140
583;621;14
595;621;14
599;621;14
602;621;14
617;621;14
582;622;42
577;624;98
594;624;28
602;624;238
607;624;98
615;624;14
620;624;182
609;625;28
611;625;14
616;625;112
620;625;182
572;627;28
574;627;84
578;627;140
583;627;14
590;627;14
599;627;14
602;627;28
607;627;266
608;627;14
620;627;14
586;628;28
620;629;42
594;634;14
602;634;14
607;634;14
617;634;14
620;634;196
609;636;14
620;636;56
609;641;42
616;641;224
576;643;14
576;645;14
591;645;28
599;645;140
605;645;28
609;645;518
611;645;28
613;645;14
616;645;42
619;645;56
620;645;168
620;646;14
569;648;14
603;648;56
611;648;14
599;649;14
582;650;28
622;650;28
569;651;14
620;651;14
587;653;14
592;653;14
620;654;28
582;656;14
586;656;98
610;656;14
607;657;14
571;659;14
595;659;28
614;659;154
616;659;70
620;659;168
612;660;70
587;661;14
573;662;14
578;662;14
580;662;14
582;662;14
587;662;28
595;662;28
602;662;14
607;662;168
609;662;28
610;662;14
614;662;14
615;662;14
616;662;42
617;662;14
620;662;126
602;663;14
607;663;14
580;664;28
582;664;28
602;664;28
604;664;14
609;664;14
610;664;56
621;664;14
592;665;14
572;666;28
574;666;42
582;666;28
571;667;14
581;667;14
597;667;14
615;667;14
609;669;14
614;669;14
615;669;28
616;669;14
617;669;42
620;669;56
621;669;14
599;671;70
609;671;70
611;671;14
613;671;14
620;671;14
571;675;14
594;675;14
595;675;14
602;675;14
607;675;14
614;675;84
620;675;28
615;677;42
609;680;42
616;680;140
620;680;42
569;681;98
600;681;42
611;681;28
591;683;14
616;683;14
620;683;42
594;684;14
599;684;14
602;684;14
609;684;14
619;684;14
620;684;70
576;686;14
582;686;84
587;686;14
610;686;126
620;686;14
582;687;56
586;687;28
622;687;42
571;688;28
591;688;28
576;689;14
582;689;56
587;689;42
592;689;14
607;689;84
620;689;28
572;690;14
574;690;14
578;690;14
602;690;14
608;690;14
587;691;14
602;691;14
619;691;28
620;691;56
621;691;42
570;692;42
572;692;56
576;692;14
586;692;14
603;692;56
617;692;14
568;694;14
569;695;14
604;695;14
611;695;42
594;696;14
602;696;28
621;696;28
607;697;14
615;697;14
594;698;14
590;700;14
599;700;56
609;700;14
611;700;28
613;700;42
582;701;14
594;701;14
607;701;14
610;701;14
570;702;56
586;703;28
580;705;14
602;705;28
618;705;14
621;705;14
602;706;224
607;706;42
599;708;84
604;708;42
609;708;42
611;708;14
616;708;42
620;708;28
582;709;42
622;709;28
582;710;56
622;710;42
574;711;14
583;711;28
583;715;14
597;715;14
599;715;14
602;715;42
607;715;56
621;715;14
577;716;154
602;716;14
624;716;56
600;717;42
599;718;14
609;718;28
614;718;14
616;718;28
620;718;14
595;719;28
609;719;14
617;719;14
622;720;98
615;721;28
584;722;28
616;722;28
569;725;98
600;725;42
611;725;14
596;726;14
602;726;14
616;726;14
620;726;14
621;726;42
598;729;14
602;729;14
621;729;14
602;732;14
607;732;14
597;733;98
590;734;28
591;734;28
609;734;14
619;734;14
620;734;28
620;735;28
591;736;14
609;736;14
611;736;14
590;737;28
599;737;28
609;737;14
611;737;28
613;737;42
587;739;28
594;739;14
601;739;14
620;739;14
569;740;14
591;740;28
599;740;70
609;740;14
611;740;126
613;740;28
616;740;14
620;740;126
599;741;14
572;742;28
607;742;112
582;743;98
610;743;126
569;744;14
604;744;28
611;744;28
571;745;28
571;748;14
602;748;14
615;748;14
621;748;14
577;749;28
578;749;42
576;750;14
582;750;294
607;750;14
610;750;224
622;750;42
584;753;14
616;753;14
620;753;14
572;754;98
586;754;28
597;754;14
602;754;14
607;754;70
617;754;14
624;754;42
591;756;28
620;756;42
580;758;56
597;758;28
620;758;42
621;758;28
582;759;140
610;759;140
599;760;28
620;760;14
571;763;14
577;763;126
578;763;28
601;763;14
602;763;28
607;763;56
615;763;28
620;763;14
598;764;42
582;766;14
586;766;14
586;767;28
625;2;3
645;2;6
648;2;3
628;3;3
635;3;3
644;3;3
656;3;3
669;3;6
687;3;3
625;4;3
645;4;9
648;4;6
651;4;3
659;4;12
678;4;3
680;4;3
681;4;6
684;4;3
691;4;6
669;5;3
669;7;9
625;8;6
641;8;9
648;8;39
651;8;18
669;8;3
680;8;6
681;8;9
684;8;15
667;9;9
675;9;12
677;9;6
624;11;9
626;11;3
653;11;3
659;11;6
660;11;33
662;11;9
664;11;3
667;11;15
669;11;6
675;11;42
677;11;39
684;11;3
691;11;9
624;12;42
625;12;24
626;12;9
627;12;3
629;12;3
634;12;36
636;12;9
639;12;3
645;12;93
646;12;12
649;12;9
651;12;27
654;12;6
657;12;3
659;12;99
662;12;9
669;12;15
671;12;27
672;12;6
675;12;24
678;12;9
680;12;6
681;12;27
683;12;12
684;12;51
685;12;3
686;12;3
689;12;3
691;12;27
669;13;3
632;14;9
625;15;18
627;15;3
636;15;9
645;15;75
646;15;12
648;15;6
651;15;12
653;15;3
654;15;6
659;15;30
662;15;3
664;15;3
669;15;18
673;15;6
675;15;3
680;15;6
681;15;30
683;15;18
684;15;39
689;15;3
691;15;24
692;15;9
651;16;9
669;17;3
682;17;3
691;17;6
624;19;3
626;19;3
655;19;39
656;19;6
659;19;18
660;19;3
661;19;6
663;19;3
669;19;3
675;19;3
691;19;3
643;20;6
650;20;6
656;20;3
662;20;6
665;20;3
686;20;24
687;20;9
689;20;81
627;21;3
645;21;3
664;21;9
666;21;9
688;21;3
691;21;3
690;22;3
664;25;9
686;25;12
689;25;3
640;27;3
646;27;3
669;27;9
624;29;9
625;29;3
627;29;24
655;29;3
659;29;9
662;29;12
675;29;3
678;29;3
680;29;6
624;30;3
634;30;3
646;30;6
662;30;9
664;30;3
669;30;9
684;30;6
691;30;24
624;31;57
627;31;6
630;31;6
634;31;60
636;31;12
641;31;3
645;31;6
646;31;24
650;31;3
653;31;3
656;31;3
659;31;168
662;31;27
664;31;3
666;31;3
667;31;3
669;31;153
670;31;3
675;31;39
676;31;9
677;31;3
684;31;3
687;31;3
691;31;81
624;32;3
645;32;3
648;32;18
659;32;24
662;32;6
669;32;6
670;32;6
675;32;3
684;32;6
688;32;15
691;32;6
688;33;24
659;34;54
662;34;6
669;34;3
675;34;15
628;35;3
656;35;3
687;35;3
624;36;9
636;36;6
645;36;3
646;36;15
662;36;3
663;36;9
680;36;9
637;37;3
667;37;6
669;37;3
675;37;18
677;37;48
679;37;9
645;38;3
684;40;3
627;41;12
634;41;3
659;41;3
675;41;9
634;43;15
659;43;213
662;43;33
667;43;27
669;43;39
670;43;6
675;43;99
677;43;9
679;43;9
684;43;6
691;43;15
625;44;3
634;44;6
645;44;6
653;44;3
659;44;18
662;44;9
663;44;3
664;44;3
669;44;6
675;44;3
691;44;6
645;45;3
624;46;48
627;46;6
628;46;3
632;46;3
634;46;42
640;46;9
641;46;12
644;46;18
645;46;6
646;46;24
656;46;3
658;46;3
659;46;105
662;46;594
664;46;30
666;46;6
667;46;21
668;46;6
669;46;51
674;46;3
675;46;51
678;46;3
683;46;3
684;46;27
687;46;15
688;46;3
690;46;6
691;46;21
645;47;6
651;47;3
683;47;9
686;47;3
632;48;24
644;48;6
659;48;3
669;48;6
679;48;18
688;48;6
690;48;3
641;50;3
645;50;3
659;50;12
662;50;330
664;50;3
667;50;3
669;50;6
675;50;33
683;50;3
687;50;9
625;51;6
636;51;6
645;51;27
651;51;12
659;51;3
680;51;6
681;51;3
683;51;3
684;51;6
625;53;18
627;53;3
636;53;18
645;53;84
646;53;27
648;53;3
651;53;9
654;53;6
659;53;33
662;53;6
664;53;3
669;53;12
673;53;6
675;53;6
680;53;9
681;53;39
683;53;12
684;53;60
691;53;24
656;56;3
624;58;3
645;58;18
659;58;30
681;58;9
683;58;3
691;58;9
625;59;3
645;59;6
651;59;15
684;59;12
634;61;3
659;61;33
662;61;9
663;61;6
664;61;3
666;61;6
675;61;3
681;61;3
691;61;6
680;62;3
636;63;6
645;63;24
646;63;27
669;63;3
680;63;6
681;63;15
684;63;15
669;65;3
625;66;3
627;66;15
633;66;3
634;66;57
640;66;3
643;66;9
644;66;21
645;66;12
646;66;21
648;66;3
650;66;6
652;66;3
656;66;3
659;66;111
662;66;96
663;66;3
664;66;48
665;66;3
666;66;18
667;66;21
668;66;12
669;66;42
670;66;3
675;66;36
678;66;6
681;66;3
684;66;9
686;66;33
687;66;15
688;66;39
689;66;63
690;66;6
691;66;39
659;67;3
662;67;6
674;67;3
675;67;3
691;67;12
625;68;21
627;68;3
629;68;3
634;68;42
636;68;12
639;68;3
645;68;84
646;68;6
649;68;3
651;68;33
654;68;6
659;68;84
662;68;9
669;68;9
671;68;18
672;68;9
675;68;6
678;68;9
680;68;12
681;68;9
683;68;15
684;68;42
686;68;3
691;68;12
659;69;18
691;69;3
624;70;3
634;70;12
636;70;9
669;70;6
672;70;3
675;70;3
676;70;3
684;70;3
691;70;15
624;71;3
631;71;3
659;71;3
634;72;9
645;72;6
659;72;3
662;72;3
663;72;3
669;72;9
675;72;12
624;73;3
634;73;12
636;73;3
645;73;39
646;73;3
659;73;21
662;73;6
672;73;3
675;73;6
681;73;9
684;73;3
691;73;9
659;74;3
691;74;3
625;76;3
627;76;3
640;76;3
644;76;6
645;76;3
646;76;6
659;76;3
662;76;30
667;76;18
669;76;42
675;76;21
682;76;3
683;76;3
686;76;3
691;76;3
692;76;6
675;79;3
625;80;9
634;80;3
641;80;12
646;80;15
659;80;30
662;80;6
664;80;6
669;80;246
672;80;3
675;80;3
680;80;9
681;80;6
686;80;3
689;80;6
691;80;21
659;81;6
666;81;6
645;82;21
671;82;6
645;83;3
651;83;6
680;83;3
646;86;3
689;86;3
625;88;9
640;88;9
641;88;9
642;88;3
646;88;3
659;88;9
669;88;390
675;88;18
680;88;3
681;88;6
691;88;3
627;90;3
628;92;3
656;92;3
687;92;3
625;96;9
640;96;21
641;96;9
659;96;9
662;96;3
667;96;3
669;96;276
675;96;3
680;96;3
681;96;3
691;96;3
662;98;6
664;98;3
667;98;9
669;98;9
670;98;9
675;98;21
677;98;21
691;98;3
624;99;54
625;99;9
627;99;6
629;99;3
634;99;48
635;99;3
641;99;6
644;99;15
645;99;18
646;99;21
653;99;45
656;99;6
659;99;90
661;99;3
662;99;93
663;99;3
664;99;21
666;99;6
667;99;21
668;99;9
669;99;33
670;99;3
675;99;33
678;99;6
683;99;3
684;99;15
686;99;3
689;99;3
691;99;39
645;100;3
651;100;3
662;100;3
684;100;15
627;101;12
634;101;3
659;101;9
669;101;3
675;101;18
634;102;9
645;102;3
646;102;3
662;102;9
675;102;6
680;102;3
684;102;3
691;102;3
627;103;9
634;103;6
640;103;3
690;103;15
656;104;3
664;104;3
686;104;9
624;105;45
627;105;9
630;105;6
633;105;3
634;105;63
636;105;9
640;105;9
644;105;3
645;105;3
646;105;18
650;105;3
659;105;171
662;105;30
664;105;3
666;105;3
667;105;3
669;105;168
670;105;3
672;105;3
675;105;42
676;105;9
684;105;3
691;105;81
624;106;3
669;106;9
675;106;12
677;106;18
679;106;9
625;107;12
627;107;3
641;107;15
656;107;6
661;107;3
666;107;3
680;107;18
691;107;3
632;108;6
644;108;3
679;108;18
632;109;33
640;109;3
644;109;6
659;109;3
677;109;3
679;109;18
624;110;6
628;110;6
656;110;6
687;110;6
690;110;3
643;111;6
644;111;3
646;111;3
659;111;51
662;111;15
665;111;3
669;111;18
675;111;15
689;111;12
690;111;6
691;111;12
675;112;3
633;113;9
634;113;3
645;113;6
659;113;6
662;113;9
663;113;3
667;113;3
669;113;3
675;113;18
689;113;3
691;113;3
645;114;3
664;114;3
686;114;9
689;114;9
624;115;36
625;115;21
629;115;3
634;115;39
636;115;15
639;115;3
645;115;87
646;115;21
651;115;33
654;115;6
659;115;81
662;115;6
669;115;9
671;115;27
672;115;3
675;115;12
678;115;9
680;115;6
681;115;27
683;115;12
684;115;60
686;115;3
691;115;9
675;117;3
625;118;6
636;118;3
645;118;90
648;118;3
651;118;3
654;118;3
659;118;3
671;118;15
680;118;3
681;118;6
684;118;6
686;118;3
691;118;3
627;119;6
690;119;30
624;120;3
644;120;18
650;120;6
656;120;3
664;120;18
668;120;6
669;120;3
687;120;9
651;122;6
644;123;6
668;123;6
669;123;6
669;125;6
689;125;12
625;126;3
628;126;3
634;126;12
636;126;9
645;126;33
646;126;15
648;126;45
651;126;15
656;126;3
662;126;9
672;126;6
675;126;6
680;126;3
681;126;24
684;126;33
687;126;3
651;127;3
663;127;3
666;127;3
678;127;9
684;127;3
688;127;9
636;129;3
637;129;15
645;129;3
659;129;69
662;129;39
664;129;3
667;129;159
669;129;21
670;129;18
672;129;3
673;129;6
675;129;57
677;129;33
679;129;9
684;129;9
691;129;12
641;131;6
669;131;3
624;132;3
625;132;21
629;132;6
636;132;9
645;132;96
648;132;6
651;132;3
659;132;24
669;132;6
671;132;18
678;132;3
680;132;3
681;132;15
683;132;12
684;132;6
691;132;21
666;133;6
624;134;3
626;134;12
645;134;72
646;134;3
651;134;3
659;134;27
669;134;9
671;134;21
678;134;3
680;134;3
681;134;15
683;134;15
684;134;12
686;134;3
691;134;21
640;135;9
659;135;3
692;135;3
627;137;6
662;137;3
667;137;3
669;137;9
672;137;12
683;137;24
659;139;18
675;139;6
667;140;3
632;142;21
644;142;3
662;144;21
667;144;24
669;144;9
624;145;3
627;145;3
634;145;9
636;145;24
645;145;3
646;145;24
651;145;6
659;145;39
662;145;12
669;145;36
675;145;15
676;145;9
691;145;33
624;146;3
627;146;6
634;146;9
643;146;3
644;146;18
645;146;9
646;146;21
650;146;3
656;146;6
659;146;78
662;146;63
663;146;3
664;146;6
666;146;3
667;146;21
668;146;12
669;146;48
675;146;15
678;146;6
679;146;9
683;146;3
686;146;3
687;146;3
688;146;3
689;146;3
691;146;27
662;147;3
662;148;3
669;148;3
624;150;3
634;150;9
662;150;6
675;150;6
684;150;3
625;151;9
640;151;9
641;151;12
642;151;3
646;151;3
659;151;3
669;151;207
680;151;3
681;151;3
624;154;27
634;154;15
645;154;15
651;154;6
659;154;30
669;154;6
684;154;6
686;154;3
689;154;3
691;154;9
634;155;3
644;155;15
662;155;3
669;155;3
675;155;6
659;158;3
669;158;24
675;158;6
691;158;3
625;159;15
627;159;3
629;159;3
634;159;3
640;159;9
641;159;12
644;159;6
645;159;9
646;159;36
653;159;3
656;159;6
659;159;18
662;159;45
664;159;24
666;159;6
668;159;6
669;159;42
675;159;12
680;159;9
684;159;3
686;159;15
688;159;3
689;159;18
691;159;24
692;159;6
624;160;3
625;160;12
641;160;15
645;160;3
652;160;3
661;160;3
663;160;3
666;160;3
669;160;9
678;160;3
680;160;21
691;160;6
625;161;18
627;161;3
636;161;15
645;161;75
646;161;9
648;161;3
651;161;6
654;161;6
656;161;3
659;161;27
661;161;3
662;161;6
664;161;3
667;161;3
668;161;3
669;161;27
672;161;3
673;161;6
675;161;12
677;161;6
679;161;9
680;161;9
681;161;33
683;161;6
684;161;42
691;161;27
692;161;12
637;162;9
659;162;6
667;162;117
669;162;3
670;162;6
673;162;3
675;162;12
677;162;15
684;162;3
636;163;9
646;163;6
659;163;6
662;163;6
672;163;6
675;163;3
684;163;9
690;163;3
624;164;6
627;164;3
634;165;3
661;165;3
664;165;3
669;165;6
648;166;15
659;166;6
691;166;6
645;168;3
657;168;21
681;168;3
684;168;3
685;168;9
691;168;3
625;169;9
641;169;12
662;169;6
680;169;18
627;171;6
650;171;6
656;171;3
661;171;3
666;171;6
687;171;9
690;171;3
691;171;3
628;172;6
656;172;24
687;172;6
640;173;3
634;174;3
662;174;30
675;174;12
684;174;6
687;174;3
625;175;3
651;175;6
661;175;3
663;175;3
664;175;6
666;175;3
678;175;9
680;175;3
684;175;6
688;175;9
624;176;3
640;176;9
644;176;3
662;176;3
669;176;12
691;176;3
628;177;3
656;177;3
687;177;3
635;178;3
669;178;6
634;180;9
646;180;3
659;180;15
662;180;6
667;180;3
669;180;9
675;180;9
691;180;6
644;182;3
645;182;3
646;182;3
659;182;21
689;182;3
691;182;9
669;183;6
628;184;3
644;184;9
648;184;3
656;184;3
673;184;6
687;184;3
627;185;6
634;185;3
657;185;6
659;185;33
662;185;6
663;185;21
664;185;42
666;185;12
669;185;42
675;185;36
677;185;3
684;185;3
687;185;6
689;185;6
691;185;15
632;186;24
644;186;6
659;186;3
679;186;18
625;187;3
645;187;6
651;187;9
684;187;6
627;188;6
633;188;3
645;188;3
646;188;6
662;188;9
664;188;9
666;188;6
669;188;12
686;188;6
689;188;12
691;188;3
624;189;3
646;189;3
659;189;42
662;189;81
665;189;3
669;189;6
675;189;51
684;189;12
687;189;18
689;189;9
691;189;3
656;190;3
659;190;6
664;190;3
637;191;6
667;191;51
669;191;3
670;191;3
684;191;3
662;192;6
669;192;6
691;192;3
634;194;6
659;194;6
662;194;3
663;194;9
666;194;6
675;194;3
645;195;3
686;195;3
669;196;6
675;196;9
677;196;12
669;197;6
672;197;12
683;197;9
632;198;18
637;198;3
644;198;3
669;198;6
670;198;9
673;198;6
675;198;18
677;198;18
679;198;21
661;200;3
662;201;3
687;201;3
689;201;3
659;202;9
659;203;27
624;204;57
627;204;15
630;204;6
634;204;60
636;204;9
640;204;6
641;204;3
646;204;18
650;204;3
659;204;156
662;204;27
664;204;3
666;204;3
667;204;3
669;204;159
670;204;3
672;204;3
675;204;42
676;204;9
681;204;3
684;204;6
688;204;3
691;204;78
659;205;3
625;206;12
634;206;9
637;206;3
640;206;3
641;206;15
644;206;15
645;206;3
659;206;24
661;206;3
662;206;33
664;206;18
667;206;12
669;206;9
670;206;3
675;206;9
680;206;30
689;206;3
691;206;15
692;206;6
624;207;9
634;207;9
645;207;9
659;207;15
662;207;15
671;207;3
675;207;3
684;207;15
634;208;6
645;208;3
659;208;27
662;208;9
663;208;3
664;208;3
666;208;3
675;208;6
691;208;9
648;209;12
651;209;21
662;209;9
684;209;21
624;210;3
625;210;21
627;210;6
628;210;3
629;210;6
634;210;3
641;210;15
644;210;15
645;210;15
646;210;18
656;210;6
659;210;69
662;210;69
663;210;3
666;210;3
667;210;27
668;210;12
669;210;54
675;210;30
678;210;6
679;210;9
680;210;6
683;210;3
684;210;6
686;210;3
687;210;3
689;210;3
691;210;27
624;211;309
627;211;543
634;211;39
636;211;3
638;211;3
641;211;12
645;211;9
648;211;6
651;211;18
655;211;3
656;211;12
659;211;75
660;211;12
661;211;15
662;211;33
663;211;6
664;211;18
666;211;54
667;211;9
669;211;27
675;211;33
678;211;3
683;211;6
684;211;33
690;211;39
691;211;36
645;212;6
659;212;6
669;212;6
691;212;6
632;213;21
640;213;3
644;213;6
679;213;18
624;214;3
659;214;9
663;214;3
664;214;3
669;214;6
645;217;3
686;217;6
627;218;6
634;218;3
644;218;3
645;218;3
646;218;12
653;218;3
656;218;6
659;218;33
662;218;15
663;218;6
664;218;9
666;218;6
669;218;18
